Pathways,Common-Name,Compounds of pathway,Kegg,Genes of pathway,Enzymes of pathway,Common-Name
PWY-5138,"fatty acid &beta;-oxidation IV (unsaturated, even number)",Cis-2-enoyl-CoAs // L-3-HYDROXYACYL-COA // NADP // Trans-3-enoyl-CoAs // 2-trans-4-cis-dienoyl-CoAs // NADPH // WATER // TRANS-D2-ENOYL-COA // D-3-HYDROXYACYL-COA,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05056'>C05056</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00640'>C00640</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05067'>C05067</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00658'>C00658</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01086'>C01086</a>,MGI:1346064 // MGI:94871 // MGI:2136381 // MGI:2135593 // MGI:1914710 // MGI:1347059 // MGI:2136460 // MGI:1277964,MGI:1346064-MONOMER // MGI:94871-MONOMER // CPLX3DJ-115 // MGI:1914710-MONOMER // MGI:1347059-MONOMER // MGI:2136460-MONOMER // MGI:1277964-MONOMER,"peroxisomal delta3, delta2-enoyl-Coenzyme A isomerase // dodecenoyl-Coenzyme A delta isomerase (3,2 trans-enoyl-Coenyme A isomerase) // Mitochondrial trifunctional protein // 2,4-dienoyl CoA reductase 1, mitochondrial // 2-4-dienoyl-Coenzyme A reductase 2, peroxisomal // enoyl Coenzyme A hydratase, short chain, 1, mitochondrial // enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase"
PWY3DJ-35588,creatine biosynthesis,L-ORNITHINE // GLY // ARG // ADENOSYL-HOMO-CYS // S-ADENOSYLMETHIONINE // GUANIDOACETIC_ACID // ADP // PROTON // CREATINE // ATP // WATER // Pi // CREATININE // CREATINE-P,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00077'>C00077</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00037'>C00037</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00062'>C00062</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00021'>C00021</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00019'>C00019</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00581'>C00581</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00300'>C00300</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00009'>C00009</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00791'>C00791</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02305'>C02305</a>,MGI:1914342 // MGI:1098221 // MGI:88413 // MGI:88407,MGI:1914342-MONOMER // MGI:1098221-MONOMER // CPLX3DJ-10,glycine amidinotransferase (L-arginine:glycine amidinotransferase) // guanidinoacetate methyltransferase // cytosolic creatine kinase
GLUAMCAT-PWY,<i>N</i>-acetylglucosamine degradation I,FRUCTOSE-6P // AMMONIA // PROTON // ACET // D-GLUCOSAMINE-6-P // N-ACETYL-D-GLUCOSAMINE-6-P // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00085'>C00085</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00014'>C00014</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00033'>C00033</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00352'>C00352</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00357'>C00357</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,MGI:1915230 // MGI:1347054 // MGI:2443978,MGI:1915230-MONOMER // MGI:1347054-MONOMER // MGI:2443978-MONOMER,glucosamine-6-phosphate deaminase 2 // glucosamine-6-phosphate deaminase 1 // amidohydrolase domain containing 2
PWY-6364,"D-<i>myo</i>-inositol (1,3,4)-trisphosphate biosynthesis",ADP // PROTON // ATP // INOSITOL-1-3-4-TRIPHOSPHATE // Pi // INOSITOL-1-4-5-TRISPHOSPHATE // WATER // CPD-506,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01243'>C01243</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00009'>C00009</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01245'>C01245</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01272'>C01272</a>,MGI:109235 // MGI:1333822 // MGI:2442554 // MGI:2158663 // MGI:1336159,MGI:109235-MONOMER // MGI:1333822-MONOMER // MGI:2442554-MONOMER // MGI:2158663-MONOMER // MGI:1336159-MONOMER,"inositol 1,4,5-trisphosphate 3-kinase B // inositol 1,4,5-trisphosphate 3-kinase A // inositol 1,4,5-trisphosphate 3-kinase C // inositol polyphosphate 5-phosphatase J // multiple inositol polyphosphate histidine phosphatase 1"
PWY-5767,glycogen degradation III,GLC // WATER // Glycogens // Truncated-Limit-Dextrins // CPD0-971 // CPD0-1027 // Pi // ALPHA-GLC-6-P // GLC-1-P,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00221'>C00221</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02049'>C02049</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00009'>C00009</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00668'>C00668</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00103'>C00103</a>,MGI:1203495 // MGI:97828 // MGI:97830 // MGI:97829 // MGI:97564 // MGI:1918224 // MGI:97565 // MGI:97566 // MGI:1925668,MGI:1203495-MONOMER // MGI:97828-MONOMER // MGI:97830-MONOMER // MGI:97829-MONOMER // MGI:97564-MONOMER // MGI:1918224-MONOMER // MGI:97565-MONOMER // MGI:97566-MONOMER // MGI:1925668-MONOMER,maltase-glucoamylase // brain glycogen phosphorylase // muscle glycogen phosphorylase // liver glycogen phosphorylase // phosphoglucomutase 1 // phosphoglucomutase 2-like 1 // phosphoglucomutase 2 // phosphoglucomutase 3 // phosphoglucomutase 5
PWY-6573,chondroitin sulfate degradation (metazoa),CHONDROITIN-4-SULFATE // SULFATE // Chondroitin-N-acetyl-galactosamines // Chondroitin-GalNAc-6S // Chondroitin-sulfate-disaccharides // Chondroitin-sulfates // CPD-12557 // Glycans // N-ACETYL-D-GALACTOSALAMINYL-R // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00634'>C00634</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00059'>C00059</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00635'>C00635</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00607'>C00607</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,MGI:2443513 // MGI:88075 // MGI:1355303,MGI:2443513-MONOMER // MGI:88075-MONOMER // MGI:1355303-MONOMER,arylsulfatase J // arylsulfatase B // galactosamine (N-acetyl)-6-sulfate sulfatase
GLUTAMINE-SYN2-PWY,glutamine biosynthesis II,2-KETOGLUTARATE // NADH-P-OR-NOP // NAD-P-OR-NOP // WATER // Pi // ADP // GLN // AMMONIA // GLT // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00009'>C00009</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00064'>C00064</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00014'>C00014</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,MGI:95753 // MGI:95754 // MGI:95739 // MGI:95740 // MGI:2672844,MGI:95753-MONOMER // MGI:95754-MONOMER // MGI:95739-MONOMER // MGI:95740-MONOMER // MGI:2672844-MONOMER,"glutamate dehydrogenase 1 // glutamate dehydrogenase 2 // glutamate-ammonia ligase (glutamine synthetase) // glutamine synthetase pseudogene 1 // lengsin, lens protein with glutamine synthetase domain"
PWY-6,GDP-L-fucose biosynthesis II (from L-fucose),ADP // L-FUCOSE // ATP // PPI // GUANOSINE_DIPHOSPHATE_FUCOSE // PROTON // CPD-488 // GTP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01019'>C01019</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00325'>C00325</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02985'>C02985</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?c00044'>c00044</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00044'>C00044</a>,MGI:1916071 // MGI:1922790,MGI:1916071-MONOMER // MGI:1922790-MONOMER,fucokinase // fucose-1-phosphate guanylyltransferase
OXIDATIVEPENT-PWY,pentose phosphate pathway (oxidative branch),WATER // NADH-P-OR-NOP // CARBON-DIOXIDE // RIBULOSE-5P // CPD-2961 // NAD-P-OR-NOP // PROTON // NADPH // D-6-P-GLUCONO-DELTA-LACTONE // GLC-6-P // NADP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00199'>C00199</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00345'>C00345</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01236'>C01236</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01172'>C01172</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a>,MGI:2140356 // MGI:1913421 // MGI:97553 // MGI:105977 // MGI:105979,MGI:2140356-MONOMER // MGI:1913421-MONOMER // MGI:97553-MONOMER // MGI:105977-MONOMER // MGI:105979-MONOMER,hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase) // 6-phosphogluconolactonase // phosphogluconate dehydrogenase // glucose-6-phosphate dehydrogenase 2 // glucose-6-phosphate dehydrogenase X-linked
PWY-2361,3-oxoadipate degradation,SUC // 3-KETO-ADIPATE // CO-A // 3-KETO-ADIPYL-COA // SUC-COA // ACETYL-COA,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00042'>C00042</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00042'>C00042</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00846'>C00846</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02232'>C02232</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00091'>C00091</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a>,MGI:2136381 // MGI:2135593,CPLX3DJ-115,Mitochondrial trifunctional protein
GALACTMETAB-PWY,UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose),ADP // ALPHA-D-GALACTOSE // ATP // GALACTOSE-1P // UDP-GALACTOSE // PPI // UDP-GLUCOSE // PROTON // GLC-1-P // UTP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00984'>C00984</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00446'>C00446</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00052'>C00052</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00029'>C00029</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00103'>C00103</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00075'>C00075</a>,MGI:95730 // MGI:1917226 // MGI:95638 // MGI:1921496 // MGI:2183447,MGI:95730-MONOMER // MGI:1917226-MONOMER // MGI:95638-MONOMER // MGI:1921496-MONOMER // MGI:2183447-MONOMER,"galactokinase 1 // galactokinase 2 // galactose-1-phosphate uridyl transferase // galactose-4-epimerase, UDP // UDP-glucose pyrophosphorylase 2"
PWY3DJ-11470,sphingosine and sphingosine-1-phosphate metabolism,ADP // ATP // PHOSPHORYL-ETHANOLAMINE // Pi // CPD3DJ-11366 // CPD-292 // NADPH // PROTON // NADP // PALMITALDEHYDE // Carboxylates // SPHINGOSINE // SPHINGOSINE-CERAMIDES // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00346'>C00346</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00009'>C00009</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06124'>C06124</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06123'>C06123</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02788'>C02788</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02788'>C02788</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00517'>C00517</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00060'>C00060</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00319'>C00319</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00195'>C00195</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,MGI:1316649 // MGI:1861380 // MGI:1261415 // MGI:2135760 // MGI:1914353 // MGI:1277124 // MGI:2181962 // MGI:1859310 // MGI:1920932,MGI:1316649-MONOMER // MGI:1861380-MONOMER // MGI:1261415-MONOMER // MGI:2135760-MONOMER // MGI:1914353-MONOMER // MGI:1277124-MONOMER // MGI:2181962-MONOMER // MGI:1859310-MONOMER // MGI:1920932-MONOMER,sphingosine kinase 1 // sphingosine kinase 2 // sphingosine phosphate lyase 1 // sphingosine-1-phosphate phosphatase 1 // prostaglandin reductase 1 // N-acylsphingosine amidohydrolase 1 // alkaline ceramidase 1 // N-acylsphingosine amidohydrolase 2 // alkaline ceramidase 2
PWY-6535,4-aminobutyrate degradation I,GLT // 2-KETOGLUTARATE // 4-AMINO-BUTYRATE // SUC // NADH // PROTON // WATER // NAD // SUCC-S-ALD,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00334'>C00334</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00334'>C00334</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00042'>C00042</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00042'>C00042</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00232'>C00232</a>,MGI:2443582 // MGI:2441982,CPLX3DJ-261 // MGI:2441982-MONOMER,"aldhehyde dehydrogenase family 5, subfamily A1"
PWY-1801,formaldehyde oxidation II (glutathione-dependent),FORMATE // WATER // GLUTATHIONE // FORMALDEHYDE // PROTON // NADH-P-OR-NOP // CPD-548 // S-HYDROXYMETHYLGLUTATHIONE // NAD-P-OR-NOP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00058'>C00058</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00051'>C00051</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00067'>C00067</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00067'>C00067</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01031'>C01031</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C14180'>C14180</a>,MGI:95421 // MGI:87929,MGI:95421-MONOMER // MGI:87929-MONOMER,"esterase D/formylglutathione hydrolase // alcohol dehydrogenase 5 (class III), chi polypeptide"
PWY3DJ-193,Leloir pathway,ADP // PROTON // ALPHA-D-GALACTOSE // ATP // GLC-1-P // GALACTOSE-1P // UDP-GALACTOSE // UDP-GLUCOSE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00984'>C00984</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00103'>C00103</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00446'>C00446</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00052'>C00052</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00029'>C00029</a>,MGI:95730 // MGI:1917226 // MGI:95638 // MGI:1921496,MGI:95730-MONOMER // MGI:1917226-MONOMER // MGI:95638-MONOMER // MGI:1921496-MONOMER,"galactokinase 1 // galactokinase 2 // galactose-1-phosphate uridyl transferase // galactose-4-epimerase, UDP"
ACETOACETATE-DEG-PWY,acetoacetate degradation (to acetyl CoA),CO-A // ACET // ACETOACETYL-COA // 3-KETOBUTYRATE // ACETYL-COA,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00033'>C00033</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00332'>C00332</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00164'>C00164</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a>,MGI:87870 // MGI:87871 // MGI:1914291,MGI:87870-MONOMER // MGI:87871-MONOMER // MGI:1914291-MONOMER,acetyl-Coenzyme A acetyltransferase 1 // acetyl-Coenzyme A acetyltransferase 2 // 3-oxoacid CoA transferase 1
GLUTFUMARATE-PWY,glutamine degradation II,AMMONIA // PROTON // GLN // WATER // GLT // OXALACETIC_ACID // L-ASPARTATE // 2-KETOGLUTARATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00014'>C00014</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00064'>C00064</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00036'>C00036</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00049'>C00049</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a>,MGI:2143539 // MGI:95752 // MGI:95792,MGI:2143539-MONOMER // MGI:95752-MONOMER // MGI:95792-MONOMER,"glutaminase 2 (liver, mitochondrial) // glutaminase // glutamate oxaloacetate transaminase 2, mitochondrial"
CYSTEINE-DEG-PWY,L-cysteine degradation I,OXYGEN-MOLECULE // CYS // GLT // 3-SULFINOALANINE // 2-KETOGLUTARATE // PYRUVATE // SO3 // PROTON // 3-SULFINYL-PYRUVATE // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00097'>C00097</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00606'>C00606</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?c00022'>c00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05527'>C05527</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,MGI:105925 // MGI:95791 // MGI:1923865,MGI:105925-MONOMER // MGI:95791-MONOMER // MGI:1923865-MONOMER,"cysteine dioxygenase 1, cytosolic // glutamate oxaloacetate transaminase 1, soluble // glutamic-oxaloacetic transaminase 1-like 1"
