Pathways,Common-Name,Compounds of pathway,Kegg,Genes of pathway,Enzymes of pathway,Common-Name
PWY0-1319,CDP-diacylglycerol biosynthesis II,DIHYDROXY-ACETONE-PHOSPHATE // NADH-P-OR-NOP // NAD-P-OR-NOP // CDPDIACYLGLYCEROL // PPI // CTP // L-PHOSPHATIDATE // PROTON // ACP // ACYL-SN-GLYCEROL-3P // GLYCEROL-3P // ACYL-ACP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00111'>C00111</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00269'>C00269</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00063'>C00063</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00416'>C00416</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00229'>C00229</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00681'>C00681</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00093'>C00093</a>,EG20091 // EG11833 // EG11377 // EG10139 // EG10740 // EG50003,GLYC3PDEHYDROGBIOSYN-CPLX // EG11833-MONOMER // 1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER // CDPDIGLYSYN-MONOMER // GLYCEROL-3-P-ACYLTRANSFER-MONOMER,"glycerol-3-phosphate dehydrogenase, biosynthetic // 1-acylglycerol-3-phosphate <i>O</i>-acyltransferase YihG // 1-acylglycerol-3-phosphate <i>O</i>-acyltransferase PlsC // CDP-diglyceride synthetase // glycerol-3-phosphate 1-<i>O</i>-acyltransferase"
PWY0-1565,D-lactate to cytochrome <i>bo</i> oxidase electron transfer,E- // PYRUVATE // D-LACTATE // PROTON // Ubiquinones // WATER // OXYGEN-MOLECULE // Ubiquinols,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05359'>C05359</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00256'>C00256</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00399'>C00399</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00390'>C00390</a>,EG10231 // EG10180 // EG10179 // EG10178 // EG10181,DLACTDEHYDROGFAD-MONOMER // CYT-O-UBIOX-CPLX,quinone-dependent D-lactate dehydrogenase // cytochrome <i>bo<sub>3</sub></i> ubiquinol:oxygen oxidoreductase
MANNIDEG-PWY,mannitol degradation I,NADH // FRUCTOSE-6P // PROTON // MANNITOL-1P // NAD,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05345'>C05345</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00644'>C00644</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a>,EG10616,MANNPDEHYDROG-MONOMER,mannitol-1-phosphate 5-dehydrogenase
GLUCONEO-PWY,gluconeogenesis I,ALPHA-GLC-6-P // FRUCTOSE-6P // FRUCTOSE-16-DIPHOSPHATE // DPG // G3P // 2-PG // ADP // OXALACETIC_ACID // AMP // PHOSPHO-ENOL-PYRUVATE // Pi // PROTON // WATER // ATP // NADH // NAD // PYRUVATE // CARBON-DIOXIDE // NADPH // NADP // MAL // DIHYDROXY-ACETONE-PHOSPHATE // GAP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00668'>C00668</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05345'>C05345</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00354'>C00354</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00236'>C00236</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00197'>C00197</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00631'>C00631</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00036'>C00036</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00074'>C00074</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00149'>C00149</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00111'>C00111</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00118'>C00118</a>,G7463 // EG10702 // EG11470 // EG11195 // G7187 // G6425 // EG10283 // EG11517 // EG11239 // EG11245 // EG10282 // G7129 // EG10367 // EG10703 // EG12296 // EG10258 // EG10688 // EG10576 // EG10759 // EG10948 // G7293 // EG11015,CPLX-8401 // CPLX0-7877 // EG11470-MONOMER // EG11195-MONOMER // G7187-MONOMER // G6425-MONOMER // F16B-CPLX // CPLX0-303 // EG11239-MONOMER // CPLX0-7776 // FRUCBISALD-CLASSII // FRUCBISALD-CLASSI // GAPDH-A-CPLX // PGK // PGMI-MONOMER // ENOLASE-CPLX // PEPCARBOXYKIN-MONOMER // MALATE-DEHASE // PEPSYNTH-CPLX // MALIC-NAD-CPLX // MALIC-NADP-CPLX // TPI,"5-dehydro-4-deoxy-<small>D</small>-glucuronate isomerase // phosphosugar phosphatase YigL // sugar phosphatase YidA // hexitol phosphatase A // sugar phosphatase YbiV // fructose-1,6-bisphosphatase 1 // fructose-1,6-bisphosphatase 2 // pyridoxal phosphate/fructose-1,6-bisphosphate phosphatase // fructose 1,6-bisphosphatase YggF // fructose-bisphosphate aldolase class II // fructose-bisphosphate aldolase class I // 2,3-bisphosphoglycerate-independent phosphoglycerate mutase // phosphoenolpyruvate synthetase // malate dehydrogenase (oxaloacetate-decarboxylating) // malate dehydrogenase (oxaloacetate-decarboxylating) (NADP<sup>+</sup>)"
ASPARAGINE-DEG1-PWY,L-asparagine degradation I,AMMONIUM // L-ASPARTATE // ASN // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00049'>C00049</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00152'>C00152</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,EG10046 // EG10045 // EG12407,ANSB-CPLX // ANSA-CPLX // CPLX0-263,L-asparaginase 2 // L-asparaginase 1 // isoaspartyl dipeptidase / asparaginase 3
PWY-6700,queuosine biosynthesis I (<i>de novo</i>),NADPH // 7-CYANO-7-DEAZAGUANINE // NADP // GUANINE // Guanine34-in-tRNAs // 7-AMINOMETHYL-7-DEAZAGUANINE // PROTON // MET // ADENINE // S-ADENOSYLMETHIONINE // tRNA-with-7-aminomethyl-7-deazaguanine // Donor-H2 // tRNAs-containing-epoxy-quenosine // tRNAs-with-queuine // Acceptor // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15996'>C15996</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00242'>C00242</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16675'>C16675</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00073'>C00073</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00147'>C00147</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00019'>C00019</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00030'>C00030</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00028'>C00028</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,G7452 // EG10996 // EG10812 // G7843,CPLX0-3501 // CPLX0-1101 // EG10812-MONOMER // G7843-MONOMER,7-cyano-7-deazaguanine reductase // tRNA-guanine transglycosylase // epoxyqueuosine reductase
THRESYN-PWY,superpathway of L-threonine biosynthesis,L-BETA-ASPARTYL-P // NADPH // NADP // L-ASPARTATE-SEMIALDEHYDE // NADH-P-OR-NOP // NAD-P-OR-NOP // ADP // PROTON // HOMO-SER // ATP // THR // Pi // O-PHOSPHO-L-HOMOSERINE // WATER // GLT // OXALACETIC_ACID // L-ASPARTATE // 2-KETOGLUTARATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03082'>C03082</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00441'>C00441</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00263'>C00263</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00188'>C00188</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01102'>C01102</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00036'>C00036</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00049'>C00049</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a>,EG10550 // EG10088 // EG10998 // EG10590 // EG10999 // EG11000 // EG10096,ASPKINIII-CPLX // ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX // ASPKINIHOMOSERDEHYDROGI-CPLX // ASPKINIIHOMOSERDEHYDROGII-CPLX // HOMOSERKIN-CPLX // THRESYN-MONOMER // ASPAMINOTRANS-DIMER,aspartate kinase III // fused aspartate kinase/homoserine dehydrogenase 1 // fused aspartate kinase/homoserine dehydrogenase 2 // homoserine kinase // aspartate aminotransferase
PWY-5686,UMP biosynthesis I,AMMONIA // CARBAMATE // CPD-18238 // E- // ADP // GLT // ATP // GLN // HCO3 // Pi // L-ASPARTATE // CARBAMOYL-P // CARBAMYUL-L-ASPARTATE // WATER // PRPP // PPI // UMP // CARBON-DIOXIDE // PROTON // OROTIDINE-5-PHOSPHATE // OROTATE // ETR-Quinols // ETR-Quinones // DI-H-OROTATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00014'>C00014</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01563'>C01563</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20969'>C20969</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05359'>C05359</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00064'>C00064</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00288'>C00288</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00049'>C00049</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00169'>C00169</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00438'>C00438</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00119'>C00119</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00105'>C00105</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01103'>C01103</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00295'>C00295</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00337'>C00337</a>,EG10134 // EG10135 // EG10811 // EG10805 // EG10806 // EG10808 // EG10809 // EG10807,CARBPSYN-CPLX // ASPCARBTRANS-CPLX // DIHYDROOROT-CPLX // OROPRIBTRANS-CPLX // OROTPDECARB-CPLX // DIHYDROOROTOX-MONOMER,"carbamoyl-phosphate synthetase, glutamine-hydrolyzing // dihydroorotate dehydrogenase, type 2"
PWY0-1550,PyrSR Two-Component Signal Transduction System,ADP // ATP // MONOMER0-4288 // G7243-MONOMER // MONOMER0-4287 // G7244-MONOMER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,G7243 // G7244,,
PWY-6519,8-amino-7-oxononanoate biosynthesis I,METOH // Pimeloyl-ACP-methyl-esters // Enoylpimeloyl-ACP-methyl-esters // 3-hydroxypimeloyl-ACP-methyl-esters // 3-Ketopimeloyl-ACP-methyl-esters // NADH // Glutaryl-ACP-methyl-esters // NAD // WATER // Enoylglutaryl-ACP-methyl-esters // NADPH // 3-Hydroxyglutaryl-ACP-methyl-ester // NADP // ADENOSYL-HOMO-CYS // S-ADENOSYLMETHIONINE // 3-Ketoglutaryl-ACP-methyl-ester // Malonyl-acp-methyl-ester // MALONYL-ACP // ACP // CARBON-DIOXIDE // 8-AMINO-7-OXONONANOATE // Pimeloyl-ACPs // L-ALPHA-ALANINE // PROTON,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00132'>C00132</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00021'>C00021</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00019'>C00019</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01209'>C01209</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00229'>C00229</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01092'>C01092</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00041'>C00041</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a>,EG10122 // EG12606 // EG10274 // EG11528 // EG11284 // EG11318 // EG10119 // EG10121 // EG50003,EG10122-MONOMER // 3-OXOACYL-ACP-SYNTHII-CPLX // FABB-CPLX // CPLX0-8006 // FABZ-CPLX // CPLX0-8005 // EG10119-MONOMER // 7KAPSYN-CPLX,pimeloyl-acyl carrier protein methyl ester esterase // 3-oxoacyl-[acyl carrier protein] synthase 2 // 3-oxoacyl-[acyl carrier protein] synthase 1 // enoyl-[acyl-carrier-protein] reductase // 3-hydroxy-acyl-[acyl-carrier-protein] dehydratase // 3-oxoacyl-[acyl-carrier-protein] reductase FabG // malonyl-acyl carrier protein methyltransferase
PWY-5485,pyruvate fermentation to acetate IV,PYRUVATE // FORMATE // CO-A // Pi // ACETYL-COA // ADP // ACETYL-P // ACET // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00058'>C00058</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00227'>C00227</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00033'>C00033</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,EG11784 // G7627 // EG10701 // EG10027 // EG20173 // G7288,CPLX0-9871 // KETOBUTFORMLY-MONOMER // PYRUVFORMLY-CPLX // ACETATEKINA-MONOMER // PHOSACETYLTRANS-CPLX // CPLX0-7912,PFL-GrcA complex // activated 2-oxobutanoate formate-lyase / pyruvate formate-lyase 4 // activated pyruvate-formate lyase // acetate kinase // phosphate acetyltransferase // phosphate acetyltransferase EutD
GALACTARDEG-PWY,D-galactarate degradation I,PYRUVATE // NADH-P-OR-NOP // CPD-26279 // NAD-P-OR-NOP // WATER // 5-KETO-4-DEOXY-D-GLUCARATE // D-GALACTARATE // ADP // 2-PG // PROTON // ATP // GLYCERATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00679'>C00679</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00879'>C00879</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00631'>C00631</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00258'>C00258</a>,EG10016 // EG11176 // EG12522 // EG11175 // G6283,CPLX0-7615 // TSA-REDUCT-MONOMER // CPLX0-8537 // GKI-MONOMER // GLY3KIN-MONOMER,galactarate dehydratase // glycerate 2-kinase 1 // glycerate 2-kinase 2
PWY0-1625,superpathway of polycistronic tRNA processing (<i>E. coli</i>),CPD0-2352 // tRNAs // Pi // PPI // ATP // AMP // RNA-Fragments // RNA-fragment-w-polyA-tail // partially-processed-rRNA-transcript // tRNA-precursor-w-long-5-amp-long-3-extensions // polycistronic-tRNA-amp-rRNA-transcript // tRNA-precursor-w-long-5-amp-medium-3-extensions // tRNA-precursor-w-long-5-extension-amp-short-3-extension // CPD0-2350 // tRNA-fragment // CPD0-2353 // a-polycistronic-tRNA-precursor-with-long-3-extension // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,EG10690 // G7175 // EG10858 // EG11547 // EG10863 // EG10862 // EG30069 // EG10743 // EG11620,EG10690-MONOMER // CPLX0-3601 // EG10858-MONOMER // CPLX0-3602 // EG10863-MONOMER // CPLX0-1382 // CPLX0-3521 // EG11620-MONOMER,poly(A) polymerase I // ribonuclease BN // RNase D // ribonuclease T // truncated RNase PH // RNase P // polynucleotide phosphorylase // RNase II
PWY0-981,taurine degradation IV,CARBON-DIOXIDE // SUC // SO3 // CPD-1772 // PROTON // TAURINE // 2-KETOGLUTARATE // OXYGEN-MOLECULE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00042'>C00042</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06735'>C06735</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00245'>C00245</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a>,EG12423,CPLX0-227,&alpha;-ketoglutarate-dependent taurine dioxygenase
ARABCAT-PWY,L-arabinose degradation I,BETA-L-ARABINOSE // XYLULOSE-5-PHOSPHATE // ADP // L-RIBULOSE-5-P // PROTON // L-RIBULOSE // ATP // L-arabinopyranose // L-arabinofuranose,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02479'>C02479</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00231'>C00231</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01101'>C01101</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> //  // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00259'>C00259</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06115'>C06115</a>,EG10052 // EG10055 // EG10053,ARABISOM-CPLX // RIBULPEPIM-CPLX // RIBULOKIN-CPLX,L-arabinose isomerase // L-ribulose-5-phosphate 4-epimerase AraD
PWY0-1182,trehalose degradation II (cytosolic),ALPHA-GLUCOSE // GLC // TREHALOSE // WATER // PROTON // ADP // D-glucopyranose-6-phosphate // Glucopyranose // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00267'>C00267</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00221'>C00221</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01083'>C01083</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00092'>C00092</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00031'>C00031</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,EG12245 // EG12957,TREHALACYTO-MONOMER // GLUCOKIN-MONOMER,cytoplasmic trehalase // glucokinase
TCA-GLYOX-BYPASS,superpathway of glyoxylate bypass and TCA,Oxo-glutarate-dehydrogenase-lipoyl // Oxo-glutarate-dehydro-suc-DH-lipoyl // Oxo-glutarate-dehydrogenase-DH-lipoyl // OXALO-SUCCINATE // E- // GLYOX // PROTON // ACETYL-COA // CIS-ACONITATE // CIT // WATER // Pi // ADP // ATP // NADH // SUC-COA // CO-A // NAD // CARBON-DIOXIDE // 2-KETOGLUTARATE // NADPH // THREO-DS-ISO-CITRATE // NADP // FUM // Ubiquinols // Ubiquinones // SUC // OXALACETIC_ACID // ETR-Quinols // ETR-Quinones // MAL,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05379'>C05379</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05359'>C05359</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00048'>C00048</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00417'>C00417</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00158'>C00158</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00091'>C00091</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00451'>C00451</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00122'>C00122</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00390'>C00390</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00399'>C00399</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00042'>C00042</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00036'>C00036</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00149'>C00149</a>,EG10023 // EG10022 // EG10948 // EG10576 // EG10358 // EG10357 // EG10356 // G6903 // EG11162 // EG10981 // EG10982 // EG10543 // EG10980 // EG10979 // EG10489 // EG10402 // EG11325 // EG12316 // EG10934 // EG10933 // EG10932 // EG10931 // EG12069,MALATE-SYNTHASE // ISOCIT-LYASE // MALIC-NAD-CPLX // MALATE-DEHASE // FUMARASE-C // FUMARASE-B // FUMARASE-A // G6903-MONOMER // EG11162-MONOMER // SUCCCOASYN // 2OXOGLUTARATEDEH-CPLX // ISOCITHASE-CPLX // CITRATE-SI-SYNTHASE // CPLX0-7760 // CPLX0-7761 // CPLX0-8160 // EG12069-MONOMER,malate dehydrogenase (oxaloacetate-decarboxylating) // fumarase C // fumarase B // fumarase A // fumarase D // fumarase E // 2-oxoglutarate dehydrogenase complex // aconitate hydratase A // bifunctional aconitate hydratase B/2-methylisocitrate dehydratase
