Pathways,Common-Name,Compounds of pathway,Kegg,Genes of pathway,Enzymes of pathway,Common-Name
PWY66-341,cholesterol biosynthesis I,CPD-4568 // CPD-4573 // CPD-4575 // CPD-4576 // CPD-4579 // CPD-4580 // CPD-4581 // ZYMOSTEROL // 5-ALPHA-CHOLESTA-724-DIEN-3-BETA-OL // CHOLESTEROL // FARNESYL-PP // PPI // SQUALENE // CPD-465 // CPD-4187 // CPD-4186 // CARBON-DIOXIDE // NADH-P-OR-NOP // NAD-P-OR-NOP // EPOXYSQUALENE // NADPH // CPD-4578 // NADP // Ox-NADPH-Hemoprotein-Reductases // FORMATE // 44-DIMETHYL-CHOLESTA-814-24-TRIENOL // LANOSTEROL // Red-NADPH-Hemoprotein-Reductases // CPD-4577 // 44-DIMETHYL-824-CHOLESTADIENOL // WATER // FERRICYTOCHROME-B5 // CPD-4702 // 4-METHYL-824-CHOLESTADIENOL // OXYGEN-MOLECULE // FERROCYTOCHROME-B5 // PROTON,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C22136'>C22136</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05437'>C05437</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05439'>C05439</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00187'>C00187</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00448'>C00448</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00751'>C00751</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03428'>C03428</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01164'>C01164</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01189'>C01189</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01054'>C01054</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15816'>C15816</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00058'>C00058</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11455'>C11455</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01724'>C01724</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15808'>C15808</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05108'>C05108</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05103'>C05103</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a>,HS07402 // HS03985 // HS10588 // HS02595 // HS01329 // HS03271 // HS08480 // HS07643 // HS07110 // HS07423 // HS05604 // HS00076 // HS00650,CPLX66-182 // HS03985-MONOMER // HS10588-MONOMER // HS02595-MONOMER // HS01329-MONOMER // HS03271-MONOMER // HS08480-MONOMER // HS07643-MONOMER // HS07110-MONOMER // HS07423-MONOMER // HS05604-MONOMER // HS00076-MONOMER // HS00650-MONOMER,3-&beta;-hydroxysteroid-&Delta;<sup>8</sup>-&Delta;<sup>7</sup>-isomerase // 24-dehydrocholesterol reductase // 7-dehydrocholesterol reductase // squalene monooxygenase // squalene synthase // lathosterol oxidase // lanosterol synthase // Delta(14)-sterol reductase // lamin B receptor // NAD(P)-dependent steroid dehydrogenase // 3-keto-steroid reductase // cytochrome P450 51A1 // C-4 methyl sterol oxidase
PWY66-3,"cholesterol biosynthesis II (via 24,25-dihydrolanosterol)",CPD-8607 // CPD-8608 // CPD-8611 // CPD-8612 // CPD-8617 // CPD-8618 // CPD-8614 // CARBON-DIOXIDE // CPD-8620 // CPD-8621 // NADPH // CHOLESTEROL // NADP // FARNESYL-PP // PPI // NAD-P-OR-NOP // SQUALENE // CPD-465 // NADH-P-OR-NOP // CPD-4187 // CPD-4186 // LANOSTEROL // EPOXYSQUALENE // Ox-NADPH-Hemoprotein-Reductases // FORMATE // CPD-8609 // CPD-8606 // Red-NADPH-Hemoprotein-Reductases // CPD-8613 // CPD-8610 // WATER // FERRICYTOCHROME-B5 // CPD-8619 // CPD-4184 // OXYGEN-MOLECULE // FERROCYTOCHROME-B5 // PROTON,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03845'>C03845</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00187'>C00187</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00448'>C00448</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00751'>C00751</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03428'>C03428</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01164'>C01164</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01189'>C01189</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01724'>C01724</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01054'>C01054</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00058'>C00058</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05109'>C05109</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15915'>C15915</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05110'>C05110</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a>,HS03985 // HS07643 // HS07110 // HS07423 // HS05604 // HS07402 // HS10588 // HS02595 // HS01329 // HS03271 // HS08480 // HS00076 // HS00650,HS03985-MONOMER // HS07643-MONOMER // HS07110-MONOMER // HS07423-MONOMER // HS05604-MONOMER // CPLX66-182 // HS10588-MONOMER // HS02595-MONOMER // HS01329-MONOMER // HS03271-MONOMER // HS08480-MONOMER // HS00076-MONOMER // HS00650-MONOMER,24-dehydrocholesterol reductase // Delta(14)-sterol reductase // lamin B receptor // NAD(P)-dependent steroid dehydrogenase // 3-keto-steroid reductase // 3-&beta;-hydroxysteroid-&Delta;<sup>8</sup>-&Delta;<sup>7</sup>-isomerase // 7-dehydrocholesterol reductase // squalene monooxygenase // squalene synthase // lathosterol oxidase // lanosterol synthase // cytochrome P450 51A1 // C-4 methyl sterol oxidase
PWY66-4,cholesterol biosynthesis III (via desmosterol),CPD-4568 // CPD-4573 // CPD-4575 // CPD-4576 // CPD-4579 // CPD-4580 // DESMOSTEROL-CPD // CHOLESTEROL // FARNESYL-PP // PPI // SQUALENE // CPD-465 // EPOXYSQUALENE // CPD-8646 // 5-ALPHA-CHOLESTA-724-DIEN-3-BETA-OL // CARBON-DIOXIDE // NADH-P-OR-NOP // NAD-P-OR-NOP // CPD-4581 // ZYMOSTEROL // NADPH // CPD-4578 // NADP // Ox-NADPH-Hemoprotein-Reductases // FORMATE // 44-DIMETHYL-CHOLESTA-814-24-TRIENOL // LANOSTEROL // Red-NADPH-Hemoprotein-Reductases // CPD-4577 // 44-DIMETHYL-824-CHOLESTADIENOL // WATER // FERRICYTOCHROME-B5 // CPD-4702 // 4-METHYL-824-CHOLESTADIENOL // OXYGEN-MOLECULE // FERROCYTOCHROME-B5 // PROTON,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01802'>C01802</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00187'>C00187</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00448'>C00448</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00751'>C00751</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03428'>C03428</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01054'>C01054</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05107'>C05107</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05439'>C05439</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C22136'>C22136</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05437'>C05437</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15816'>C15816</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00058'>C00058</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11455'>C11455</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01724'>C01724</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15808'>C15808</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05108'>C05108</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05103'>C05103</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a>,HS07402 // HS10588 // HS03985 // HS02595 // HS01329 // HS08480 // HS03271 // HS07643 // HS07110 // HS07423 // HS05604 // HS00076 // HS00650,CPLX66-182 // HS10588-MONOMER // HS03985-MONOMER // HS02595-MONOMER // HS01329-MONOMER // HS08480-MONOMER // HS03271-MONOMER // HS07643-MONOMER // HS07110-MONOMER // HS07423-MONOMER // HS05604-MONOMER // HS00076-MONOMER // HS00650-MONOMER,3-&beta;-hydroxysteroid-&Delta;<sup>8</sup>-&Delta;<sup>7</sup>-isomerase // 7-dehydrocholesterol reductase // 24-dehydrocholesterol reductase // squalene monooxygenase // squalene synthase // lanosterol synthase // lathosterol oxidase // Delta(14)-sterol reductase // lamin B receptor // NAD(P)-dependent steroid dehydrogenase // 3-keto-steroid reductase // cytochrome P450 51A1 // C-4 methyl sterol oxidase
CHOLINE-BETAINE-ANA-PWY,choline degradation,NADH // BETAINE // PROTON // NAD // WATER // Donor-H2 // BETAINE_ALDEHYDE // CHOLINE // Acceptor,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00719'>C00719</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00030'>C00030</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00576'>C00576</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00114'>C00114</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00028'>C00028</a>,HS09157 // HS00375,CPLX66-394 // HS00375-MONOMER,&alpha;-aminoadipic semialdehyde dehydrogenase // choline dehydrogenase
PWY-6566,chondroitin biosynthesis,GlcA-Gal-Gal-Xyl-Proteins // GalNAc-GlcA-Gal-Gal-Xyl-Proteins // UDP-GLUCURONATE // UDP // PROTON // GalNAc-GlcA-GalNAc-GlcA-Gal-Gal-Xyl-Pr // CPD-14795 // GlcA-GalNAc-GlcA-Gal-Gal-Xyl-Proteins,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04903'>C04903</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00167'>C00167</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00015'>C00015</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a>,HS12080 // HS07428 // HS10013 // HS13400 // HS13103 // HS11959,HS12080-MONOMER // HS07428-MONOMER // HS10013-MONOMER // HS13400-MONOMER // HS13103-MONOMER // HS11959-MONOMER,chondroitin sulfate glucuronyltransferase // chondroitin sulfate <i>N</i>-acetylgalactosaminyltransferase 1 // chondroitin sulfate <i>N</i>-acetylgalactosaminyltransferase 2 // chondroitin sulfate synthase 1 // chondroitin sulfate synthase 2 // chondroitin sulfate synthase 3
PWY-6567,chondroitin sulfate biosynthesis,Chondroitin-GalNAc-6S // CHONDROITIN-46-DISULFATE // CHONDROITIN-4-SULFATE // PROTON // 3-5-ADP // Chondroitin-sulfate-GlcA2S // Chondroitin-Protein // PAPS,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00635'>C00635</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00634'>C00634</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00054'>C00054</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00401'>C00401</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00053'>C00053</a>,HS07394 // HS04610 // HS10869 // HS10902 // HS11524 // HS06130 // HS10284 // HS11694 // HS03488,HS07394-MONOMER // HS04610-MONOMER // ENSG00000175040-MONOMER // HS10902-MONOMER // HS11524-MONOMER // HS06130-MONOMER // HS10284-MONOMER // CPLX-8117 // ENSG00000111962-MONOMER,chondroitin 6-sulfotransferase 2 // chondroitin 6-<i>O</i>-sulfotransferase 1 // Carbohydrate sulfotransferase 2 // carbohydrate sulfotransferase 1 // chondroitin 4-sulfotransferase 3 // chondroitin 4-sulfotransferase 2 // chondroitin 4-sulfotransferase 1 // <i>N</i>-acetylgalactosamine 4-sulfate 6-<i>O</i>-sulfotransferase // uronyl 2-sulfotransferase
PWY-6573,chondroitin sulfate degradation (metazoa),Chondroitin-sulfate-disaccharides // Chondroitin-sulfates // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00607'>C00607</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,HS03763 // HS02884 // HS02883,HS03763-MONOMER // HS02884-MONOMER // HS02883-MONOMER,hyaluronidase-1 // hyaluronidase PH-20 // hyaluronidase-4
PWY-4983,citrulline-nitric oxide cycle,CPD-13518 // WATER // NADP // NITRIC-OXIDE // NADPH // OXYGEN-MOLECULE // AMP // PPI // PROTON // L-ASPARTATE // L-CITRULLINE // ATP // FUM // ARG // L-ARGININO-SUCCINATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05933'>C05933</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00533'>C00533</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00049'>C00049</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00327'>C00327</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00122'>C00122</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00062'>C00062</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03406'>C03406</a>,HS01647 // HS00205 // HS09149 // HS05425 // HS10034,CPLX-6581 // CPLX-6582 // CPLX-6585 // CPLX-6641 // CPLX-6661,neuronal nitric oxide synthase // inducible nitric oxide synthase // endothelial nitric oxide synthase
PWY-7205,CMP phosphorylation,CMP // ADP // CTP // CDP // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00055'>C00055</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00063'>C00063</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00112'>C00112</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,HS13523 // HS08663 // HS03636 // HS04463 // HS00300 // HS02442 // HS02473 // HS04621 // HS10449 // HS06995,HS13523-MONOMER // HS08663-MONOMER // ENSG00000112981-MONOMER // CPLX66-1052 // HS02442-MONOMER // HS02473-MONOMER // HS04621-MONOMER // HS10449-MONOMER // HS06995-MONOMER,"UMP-CMP kinase 2, mitochondrial // UMP/CMP kinase // nucleoside diphosphate kinase homolog 5 // nucleoside diphosphate kinase // nucleoside diphosphate kinase 3 // nucleoside diphosphate kinase (mitochondrial) // putative nucleoside diphosphate kinase // nucleoside diphosphate kinase 6 // nucleoside diphosphate kinase 7"
PWY-6140,CMP-2-keto-3-deoxy-D-<i>glycero</i>-D-<i>galacto</i>-nononate biosynthesis,PROTON // ADP // D-mannopyranose // ATP // CPD-15979 // PHOSPHO-ENOL-PYRUVATE // Pi // CPD-10735 // WATER // PPI // CPD-10737 // CPD-10734 // CTP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00074'>C00074</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21383'>C21383</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21384'>C21384</a> //  // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00063'>C00063</a>,HS08135,HS08135-MONOMER,hexokinase HKDC1
PWY-6138,CMP-<i>N</i>-acetylneuraminate biosynthesis I (eukaryotes),UDP // CPD-13462 // UDP-N-ACETYL-D-GLUCOSAMINE // ADP // PROTON // N-acetyl-D-mannosamine // ATP // N-ACETYL-D-MANNOSAMINE-6P // PHOSPHO-ENOL-PYRUVATE // Pi // N-ACETYL-NEURAMINATE-9P // WATER // PPI // CMP-N-ACETYL-NEURAMINATE // CPD0-1123 // CTP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00015'>C00015</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00043'>C00043</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00645'>C00645</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04257'>C04257</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00074'>C00074</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06241'>C06241</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00128'>C00128</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00063'>C00063</a>,HS08435 // HS01818 // HS10082 // HS03454,HS08435-MONOMER // HS01818-MONOMER // HS10082-MONOMER // HS03454-MONOMER,bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase // sialic acid synthase // <em>N</em>-acetylneuraminate-9-phosphatase // N-acylneuraminate cytidylyltransferase
PWY-7974,cobalamin salvage (eukaryotic),CPD-315 // HCN // Oxidized-Flavoproteins // Reduced-Flavoproteins // P3I // CPD-20905 // ATP // CPD-20917 // CPD-20904 // CblD // CblC // CPD-20918 // Apo-Methionine-synthase // NADPH // Methionine-synthase-cob-II-alamins // S-ADENOSYLMETHIONINE // METHIONINE-SYNTHASE-METHYLCOBALAMIN // ADENOSYL-HOMO-CYS // NADP // Corrinoid-Adenosyltransferases // B12-Methylmalonyl-CoA-Mutase // B12-Corrinoid-Adenosyltranferase // Apo-Methylmalonyl-CoA-Mutase // PROTON,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02823'>C02823</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01326'>C01326</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00536'>C00536</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06409'>C06409</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00019'>C00019</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06410'>C06410</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00021'>C00021</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a>,HS04756 // HS15658 // HS13442 // HS13779,ENSG00000132763-MONOMER // ENSG00000168288-MONOMER // HS04756-MONOMER // CPLX-9276,cyanocobalamin reductase // cobalamin trafficking protein CblD // methionine synthase reductase // cob(I)alamin adenosyltransferase
COA-PWY-1,coenzyme A biosynthesis,PANTOTHENATE // ADP // CO-A // DEPHOSPHO-COA // CARBON-DIOXIDE // PANTETHEINE-P // AMP // PPI // R-4-PHOSPHOPANTOTHENOYL-L-CYSTEINE // PROTON // 4-P-PANTOTHENATE // CYS // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00864'>C00864</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00882'>C00882</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01134'>C01134</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04352'>C04352</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03492'>C03492</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00097'>C00097</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,HS04372 // HS07852 // HS13177 // HS00931 // HS13735 // HS13229,CPLX66-501 // CPLX66-500 // CPLX66-499 // HS00931-MONOMER // CPLX66-498 // CPLX66-497,pantothenate kinase 3 // pantothenate kinase 1 // pantothenate kinase 2 // bifunctional coenzyme A synthase // phosphopantothenoylcysteine decarboxylase // phosphopantothenate--cysteine ligase
PWY-7851,coenzyme A biosynthesis II (eukaryotic),ADP // CO-A // DEPHOSPHO-COA // CARBON-DIOXIDE // PANTETHEINE-P // AMP // PPI // R-4-PHOSPHOPANTOTHENOYL-L-CYSTEINE // PROTON // 4-P-PANTOTHENATE // CYS // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00882'>C00882</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01134'>C01134</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04352'>C04352</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03492'>C03492</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00097'>C00097</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,HS00931 // HS13735 // HS13229,HS00931-MONOMER // CPLX66-498 // CPLX66-497,bifunctional coenzyme A synthase // phosphopantothenoylcysteine decarboxylase // phosphopantothenate--cysteine ligase
