Pathways,Common-Name,Compounds of pathway,Kegg,Genes of pathway,Enzymes of pathway,Common-Name
PWY-6620,guanine and guanosine salvage,PRPP // GMP // PPI // RIBOSE-1P // GUANINE // GUANOSINE // Pi,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00119'>C00119</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00144'>C00144</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00620'>C00620</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00242'>C00242</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00387'>C00387</a>,G1G01-5622 // G1G01-822 // G1G01-4521,G1G01-5622-MONOMER // G1G01-822-MONOMER // G1G01-4521-MONOMER,xanthine phosphoribosyltransferase // hypoxanthine-guanine phosphoribosyltransferase // Pyrimidine/purine nucleoside phosphorylase
ENTNER-DOUDOROFF-PWY,Entner-Doudoroff shunt,PYRUVATE // GAP // WATER // 2-KETO-3-DEOXY-6-P-GLUCONATE // CPD-2961,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00118'>C00118</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04442'>C04442</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00345'>C00345</a>,G1G01-1097 // G1G01-1083,G1G01-1097-MONOMER // G1G01-1083-MONOMER,KHG/KDPG aldolase // phosphogluconate dehydratase
PWY-6657,polyhydroxydecanoate biosynthesis,ACP // Beta-hydroxydecanoyl-ACPs // CO-A // POLY-OH-DEC-N // CPD-12777 // WATER // TRANS-D2-ENOYL-COA // D-3-HYDROXYACYL-COA,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00229'>C00229</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00658'>C00658</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01086'>C01086</a>,G1G01-1499 // G1G01-5348 // G1G01-5350,G1G01-1499-MONOMER // G1G01-5348-MONOMER // G1G01-5350-MONOMER,(R)-3-hydroxydecanoyl-ACP:CoA transacylase // poly(R)-3-hydroxyalkanoate polymerase 1 // poly(R)-3-hydroxyalkanoate polymerase 2
PWY-6282,palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),Trans-D3-cis-D9-hexadecenoyl-ACPs // 3-hydroxy-cis-D9-hexaecenoyl-ACPs // 3-oxo-cis-D9-hexadecenoyl-ACPs // NADH // Cis-Delta7-tetradecenoyl-ACPs // NAD // Trans-D2-cis-D7-tetradecenoyl-ACPs // NADPH // 3-hydroxy-cis-D7-tetraecenoyl-ACPs // NADP // CARBON-DIOXIDE // 3-oxo-cis-D7-tetradecenoyl-ACPs // Cis-Delta5-dodecenoyl-ACPs // MALONYL-ACP // PROTON // ACP // CPD-9245 // Palmitoleoyl-ACPs // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01209'>C01209</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00229'>C00229</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08362'>C08362</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,G1G01-4948 // G1G01-4657 // G1G01-1957 // G1G01-1699 // G1G01-4440 // G1G01-2026 // G1G01-2963 // G1G01-2679 // G1G01-2316 // G1G01-631 // G1G01-4441 // G1G01-3533 // G1G01-2028 // G1G01-2959 // G1G01-2961 // G1G01-2479,G1G01-4948-MONOMER // G1G01-4657-MONOMER // G1G01-1957-MONOMER // G1G01-1699-MONOMER // G1G01-4440-MONOMER // G1G01-2026-MONOMER // G1G01-2963-MONOMER // G1G01-2679-MONOMER // G1G01-2316-MONOMER // G1G01-631-MONOMER // G1G01-4441-MONOMER // G1G01-3533-MONOMER // G1G01-2028-MONOMER // CPLX1G01-51 // G1G01-2479-MONOMER,trans-2-enoyl-CoA reductase // 3-oxoacyl-ACP synthase // enoyl-ACP reductase // 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ // 3R-3-hydroxydecanoyl-ACP dehydratase // 3-oxoacyl-ACP reductase subunit // 3-oxoacyl-ACP reductase // beta-ketoacyl-ACP synthase II // beta-ketoacyl synthase // acyl-CoA thioesterase I/protease I/lysophospholipase L1
GLYCOL-GLYOXDEG-PWY,superpathway of glycol metabolism and degradation,CARBON-DIOXIDE // Donor-H2 // Acceptor // CPD-26279 // GLYCERATE // 2-PG // ADP // PHOSPHO-ENOL-PYRUVATE // PYRUVATE // ATP // CO-A // MAL // ACETYL-COA // GLYOX // GLYCOLLATE // WATER // NADH // NAD // PROTON // Cytochromes-C550-Red // GLYCOLALDEHYDE // GLYCOL // Cytochromes-C550-Ox,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00030'>C00030</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00028'>C00028</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00258'>C00258</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00631'>C00631</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00074'>C00074</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00149'>C00149</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00048'>C00048</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00160'>C00160</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00266'>C00266</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01380'>C01380</a>,G1G01-4574 // G1G01-4576 // G1G01-3398 // G1G01-1709 // G1G01-4578 // G1G01-1451 // G1G01-390 // G1G01-595 // G1G01-2662 // G1G01-2668 // G1G01-2861 // G1G01-2855 // G1G01-2860,G1G01-4574-MONOMER // G1G01-4576-MONOMER // G1G01-3398-MONOMER // G1G01-1709-MONOMER // G1G01-4578-MONOMER // G1G01-1451-MONOMER // G1G01-390-MONOMER // G1G01-595-MONOMER // CPLX1G01-151 // G1G01-2668-MONOMER // G1G01-2861-MONOMER // G1G01-2855-MONOMER // G1G01-2860-MONOMER,glyoxylate carboligase // 2-hydroxy-3-oxopropionate reductase // glycerate kinase // enolase // pyruvate kinase // pyruvate kinase II // malate synthase G // aldehyde dehydrogenase // NAD(P)-dependent alcohol dehydrogenase // Ca<sup>2+</sup>-dependent quinoprotein alcohol dehydrogenase // lanthanide-dependent quinoprotein ethanol dehydrogenase
RIBOKIN-PWY,ribose phosphorylation,PROTON // ADP // CPD-15317 // D-Ribofuranose // ATP // CPD0-1108 // CPD0-1110,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16639'>C16639</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08353'>C08353</a>,G1G01-2628 // G1G01-2629,G1G01-2628-MONOMER // G1G01-2629-MONOMER,ribokinase // ribose pyranase
PWY-8003,<i>trans</i>-caffeate degradation (aerobic),PROTON // NADH-P-OR-NOP // 3-4-DIHYDROXYBENZOATE // NAD-P-OR-NOP // ACETYL-COA // CPD-7616 // WATER // CPD-21376 // PPI // AMP // CAFFEOYL-COA // CPD-676 // CO-A // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00230'>C00230</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16700'>C16700</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00323'>C00323</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01197'>C01197</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,G1G01-3588,G1G01-3588-MONOMER,vanillin dehydrogenase
PWY-4621-1,arsenate detoxification,Arsenate-Reductase-Cysteines // Thiarsahydroxy-ArsC // Thiarsahydroxy-SG-ArsC // ArsC-S-As-OH // WATER // Grx-GSH-dithiol // CPD0-2040 // ARSENATE // GLUTATHIONE // Red-Glutaredoxins // CPD-763 // PROTON,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01478'>C01478</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00051'>C00051</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a>,G1G01-2897 // G1G01-2043 // G1G01-1743 // G1G01-2044 // G1G01-2898,G1G01-2897-MONOMER // G1G01-2043-MONOMER // G1G01-1743-MONOMER // G1G01-2044-MONOMER // G1G01-2898-MONOMER,arsenate reductase // arsenite/antimonite transporter
CITRULBIO-PWY,L-citrulline biosynthesis,E- // AMMONIA // GLN // UREA // ARG // WATER // 2-KETOGLUTARATE // L-CITRULLINE // L-ORNITHINE // CARBAMOYL-P // ADP // GLT // ATP // NADPH // L-GLUTAMATE-5-P // L-GLUTAMATE_GAMMA-SEMIALDEHYDE // Pi // NADP // L-DELTA1-PYRROLINE_5-CARBOXYLATE // PROTON // ETR-Quinols // ETR-Quinones // PRO,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05359'>C05359</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00014'>C00014</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00064'>C00064</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00086'>C00086</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00062'>C00062</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00327'>C00327</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00077'>C00077</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00169'>C00169</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03287'>C03287</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01165'>C01165</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03912'>C03912</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00148'>C00148</a>,G1G01-1105 // G1G01-1707 // G1G01-321 // G1G01-324 // G1G01-1005 // G1G01-1004 // G1G01-1006 // G1G01-454 // G1G01-456 // G1G01-5419 // G1G01-5420 // G1G01-5049 // G1G01-5050 // G1G01-1851 // G1G01-2490 // G1G01-2623 // G1G01-4826 // G1G01-407 // G1G01-1152 // G1G01-1073 // G1G01-763 // G1G01-5148 // G1G01-5290,G1G01-1105-MONOMER // G1G01-1707-MONOMER // CPLX1G01-76 // CPLX1G01-77 // CPLX1G01-153 // CPLX1G01-79 // CPLX1G01-78 // G1G01-1851-MONOMER // G1G01-2490-MONOMER // G1G01-2623-MONOMER // G1G01-4826-MONOMER // G1G01-407-MONOMER // G1G01-1152-MONOMER // G1G01-1073-MONOMER // G1G01-763-MONOMER // G1G01-5148-MONOMER // G1G01-5290-MONOMER,glutamine-hydrolyzing GMP synthase // CTP synthase // imidazole glycerol phosphate synthase // aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase // anthranilate synthase complex // L-glutamate synthase // carbamoyl-phosphate synthase // asparagine synthetase // aminodeoxychorismate synthase/para-aminobenzoate synthase // glutaminase-asparaginase // agmatinase // acetylornithine aminotransferase // ornithine carbamoyltransferase // glutamate 5-kinase // gamma-glutamyl phosphate reductase // proline dehydrogenase/1-pyrroline-5-carboxylate dehydrogenase
PYRIDOXSYN-PWY,pyridoxal 5'-phosphate biosynthesis I,PYRIDOXAL_PHOSPHATE // HYDROGEN-PEROXIDE // OXYGEN-MOLECULE // ERYTHROSE-4P // PYRUVATE // GAP // WATER // Pi // PYRIDOXINE-5P // DEOXYXYLULOSE-5P // PROTON // ERYTHRONATE-4P // GLT // 3OH-4P-OH-ALPHA-KETOBUTYRATE // 2-KETOGLUTARATE // NADH // CARBON-DIOXIDE // 1-AMINO-PROPAN-2-ONE-3-PHOSPHATE // 4-PHOSPHONOOXY-THREONINE // NAD,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00018'>C00018</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00027'>C00027</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00279'>C00279</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00118'>C00118</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00627'>C00627</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11437'>C11437</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03393'>C03393</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06054'>C06054</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11638'>C11638</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06055'>C06055</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a>,G1G01-1207 // G1G01-5308 // G1G01-576 // G1G01-1528 // G1G01-2257 // G1G01-1870 // G1G01-439,G1G01-1207-MONOMER // G1G01-5308-MONOMER // G1G01-576-MONOMER // G1G01-1528-MONOMER // G1G01-2257-MONOMER // G1G01-1870-MONOMER // G1G01-439-MONOMER,pyridoxine/pyridoxamine 5'-phosphate oxidase // D-erythrose 4-phosphate dehydrogenase // 1-deoxyxylulose-5-phosphate synthase // pyridoxine 5'-phosphate synthase // erythronate-4-phosphate dehydrogenase // 3-phosphoserine/phosphohydroxythreonine aminotransferase // 4-hydroxythreonine-4-phosphate dehydrogenase
RIBOSYN2-PWY,flavin biosynthesis I (bacteria and plants),ADP // PPI // FAD // FMN // ATP // RIBOFLAVIN // DIMETHYL-D-RIBITYL-LUMAZINE // AMINO-RIBOSYLAMINO-1H-3H-PYR-DIONE // DIHYDROXY-BUTANONE-P // RIBULOSE-5P // NADPH // CPD-1086 // NADP // AMMONIUM // CPD-602 // FORMATE // DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR // Pi // PROTON // WATER // GTP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00016'>C00016</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00061'>C00061</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00255'>C00255</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04332'>C04332</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04732'>C04732</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15556'>C15556</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00199'>C00199</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04454'>C04454</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01268'>C01268</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00058'>C00058</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01304'>C01304</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00044'>C00044</a>,G1G01-659 // G1G01-3095 // G1G01-564 // G1G01-566 // G1G01-5582 // G1G01-579 // G1G01-563 // G1G01-4071 // G1G01-571 // G1G01-565,G1G01-659-MONOMER // G1G01-3095-MONOMER // G1G01-564-MONOMER // G1G01-566-MONOMER // G1G01-5582-MONOMER // G1G01-579-MONOMER // G1G01-563-MONOMER // G1G01-4071-MONOMER // G1G01-571-MONOMER // G1G01-565-MONOMER,"bifunctional riboflavin kinase/FMN adenylyltransferase // riboflavin synthase // 6,7-dimethyl-8-ribityllumazine synthase // (S)-2-haloacid dehalogenase // 3,4-dihydroxy-2-butanone-4-phosphate synthase // bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase // GTP cyclohydrolase II // bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II"
NAD-BIOSYNTHESIS-II,NAD salvage pathway III (to nicotinamide riboside),PROTON // AMP // NAD // NADP // Pi // NICOTINAMIDE_RIBOSE // NICOTINAMIDE_NUCLEOTIDE // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03150'>C03150</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00455'>C00455</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,G1G01-4294 // G1G01-2308 // G1G01-1717 // G1G01-1506 // G1G01-281 // G1G01-98 // G1G01-2713,G1G01-4294-MONOMER // G1G01-2308-MONOMER // G1G01-1717-MONOMER // G1G01-1506-MONOMER // G1G01-281-MONOMER // G1G01-98-MONOMER // G1G01-2713-MONOMER,"NADH pyrophosphatase // PhoD-like phosphatase // 5'-nucleotidase SurE // 5'-nucleotidase/2',3'-cyclic phosphodiesterase // purine nucleotidase // 5'-nucleotidase // 5-nucleotidase"
PWY-6536,4-aminobutanoate degradation III,GLT // 4-AMINO-BUTYRATE // 2-KETOGLUTARATE // PROTON // SUC // NADH-P-OR-NOP // SUCC-S-ALD // NAD-P-OR-NOP // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00334'>C00334</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00042'>C00042</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00232'>C00232</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,,,
PWY-3982,uracil degradation I (reductive),NADPH // URACIL // NADP // DI-H-URACIL // CARBON-DIOXIDE // AMMONIUM // B-ALANINE // 3-UREIDO-PROPIONATE // WATER // PROTON,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00106'>C00106</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00429'>C00429</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00099'>C00099</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02642'>C02642</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a>,G1G01-4302 // G1G01-4303 // G1G01-4301 // G1G01-4299 // G1G01-671,CPLX1G01-103 // G1G01-4301-MONOMER // G1G01-4299-MONOMER // G1G01-671-MONOMER,NADP-dependent dihydropyrimidine dehydrogenase // bifunctional D-hydantoinase/dihydropyrimidinase // bifunctional N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase
SULFATE-CYS-PWY,superpathway of sulfate assimilation and cysteine biosynthesis,NADPH // NADP // Red-Thioredoxin // 3-5-ADP // SO3 // Ox-Thioredoxin // PPI // SULFATE // ADP // PAPS // APS // ATP // CO-A // ACETYL-COA // ACET // CYS // ACETYLSERINE // HS // GLT // 2-KETOGLUTARATE // NADH // 3-P-HYDROXYPYRUVATE // PROTON // G3P // NAD // Pi // SER // 3-P-SERINE // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00054'>C00054</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00059'>C00059</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00053'>C00053</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00224'>C00224</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00033'>C00033</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00097'>C00097</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00979'>C00979</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00283'>C00283</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03232'>C03232</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00197'>C00197</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00065'>C00065</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01005'>C01005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,G1G01-935 // G1G01-2534 // G1G01-2489 // G1G01-1390 // G1G01-1391 // G1G01-1183 // G1G01-915 // G1G01-420 // G1G01-250 // G1G01-4879 // G1G01-1752 // G1G01-1870 // G1G01-5500 // G1G01-5251 // G1G01-1822,G1G01-935-MONOMER // G1G01-2534-MONOMER // G1G01-2489-MONOMER // CPLX1G01-96 // G1G01-1391-MONOMER // G1G01-1183-MONOMER // G1G01-915-MONOMER // G1G01-420-MONOMER // G1G01-250-MONOMER // G1G01-4879-MONOMER // G1G01-1752-MONOMER // G1G01-1870-MONOMER // G1G01-5500-MONOMER // G1G01-5251-MONOMER // G1G01-1822-MONOMER,sulfite reductase flavoprotein subunit // sulfite reductase hemoprotein subunit beta // phosphoadenosine phosphosulfate reductase // sulfate adenylyltransferase // sulfate adenylyltransferase subunit 1/adenylyl-sulfate kinase // serine acetyltransferase // cysteine synthase A // cysteine synthase B // 3-phosphoserine/phosphohydroxythreonine aminotransferase // bifunctional D-3-phosphoglycerate dehydrogenase/alpha-ketoglutarate reductase // phosphoserine phosphatase
